row,tag,question id,score,reputation,accept rate,answer count,is answered
1,drupal,66743020,1,515,0,1,1,
2,drupal,67342843,0,23,0,1,1,
3,drupal,67070336,1,6648,79,1,1,
4,drupal,67356603,0,529,0,2,0,
5,drupal,66870020,0,652,87,1,1,
6,drupal,68151737,1,1463,31,2,0,
7,drupal,66520135,0,585,0,0,0,
8,drupal,67538259,0,2164,0,2,1,
9,drupal,67209382,0,53,0,1,0,
10,drupal,67587116,2,23,0,2,0,
11,drupal,68139399,0,141,18,0,0,
12,drupal,66031948,0,3,0,1,1,
13,drupal,68118167,6,207,0,2,1,
14,drupal,66094918,0,1,0,1,0,
15,drupal,66721227,0,8368,83,1,0,
16,drupal,67986077,-1,1,0,1,0,
17,drupal,65823169,0,1,0,1,1,
18,drupal,65677958,0,150,0,1,0,
19,drupal,67913020,0,75,0,2,1,
20,drupal,68192237,0,1,0,1,1,
21,drupal,68157746,-1,1,0,2,0,
22,drupal,66349270,1,11,0,1,0,
23,drupal,68170764,0,1919,15,0,0,
24,drupal,68186414,0,57,0,0,0,
25,drupal,68186139,0,11,0,0,0,
26,drupal,68126660,1,21,0,0,0,
27,drupal,68169440,0,35,0,0,0,
28,drupal,67944009,1,11,0,1,0,
29,drupal,68158409,0,19,0,1,0,
30,drupal,68155379,-1,2169,0,1,1,
31,drupal,68139753,0,1,0,0,0,
32,drupal,68109889,0,15,0,0,0,
33,drupal,68109567,0,141,18,0,0,
34,drupal,68098608,0,15,0,1,0,
35,drupal,68098344,0,1,0,0,0,
36,drupal,67584470,0,47,0,1,0,
37,drupal,68091366,0,260,0,1,1,
38,drupal,68089496,0,4453,55,0,0,
39,drupal,68075028,0,1,0,0,0,
40,drupal,68069804,0,9366,75,0,0,
41,drupal,68000129,1,11,0,1,0,
42,drupal,68042964,1,47,0,0,0,
43,drupal,68034994,0,738,0,0,0,
44,drupal,68010016,0,13,0,1,1,
45,drupal,68004383,0,1,0,1,0,
46,drupal,67986702,0,196,50,0,0,
47,drupal,67974878,1,667,0,0,0,
48,drupal,67971430,0,6003,51,0,0,
49,drupal,67953595,0,1040,0,1,0,
50,drupal,67942484,0,1291,95,0,0,
51,drupal,67875039,0,1,0,0,0,
52,drupal,67871834,1,1233,64,1,1,
53,drupal,67849476,0,6003,51,1,1,
54,drupal,67857505,0,1,0,0,0,
55,drupal,67834145,0,3,0,0,0,
56,drupal,67831813,0,950,92,0,0,
57,drupal,67824669,0,11,0,1,1,
58,drupal,67798535,0,1107,54,1,1,
59,drupal,67811854,1,1938,61,1,1,
60,drupal,67785073,-1,29,0,1,1,
61,drupal,67723579,0,45,0,0,0,
62,drupal,67801113,0,1,0,0,0,
63,drupal,67794307,0,1,0,0,0,
64,drupal,67755831,0,23,0,1,1,
65,drupal,67710645,0,51,0,1,1,
66,drupal,67770675,0,23,0,1,1,
67,drupal,67764558,0,158,0,0,0,
68,drupal,67753995,0,45,0,0,0,
69,drupal,67694354,0,245,0,1,1,
70,drupal,67727699,-2,7,0,1,0,
71,drupal,67723140,1,11,0,1,0,
72,drupal,67626669,0,3,0,2,1,
73,drupal,67703323,0,51,0,0,0,
74,drupal,67690672,0,1,0,0,0,
75,drupal,67651327,0,7,0,2,1,
76,drupal,67694893,0,7,0,0,0,
77,drupal,67578584,0,245,0,2,0,
78,drupal,67600413,0,1,0,1,0,
79,drupal,67647873,0,23,0,1,0,
80,drupal,67663429,0,1,0,2,0,
81,drupal,67672249,0,33,0,0,0,
82,drupal,67643424,0,71,0,1,0,
83,drupal,67628979,0,1,0,1,0,
84,drupal,67636187,1,115,0,1,1,
85,drupal,67508207,0,39,0,1,1,
86,drupal,67602856,0,117,71,1,1,
87,drupal,67595653,0,1,0,0,0,
88,drupal,67566396,1,402,0,0,0,
89,drupal,67518431,0,123,11,1,0,
90,drupal,67562180,0,15,0,1,1,
91,drupal,66578844,2,21,0,1,1,
92,drupal,67462740,0,7,0,1,1,
93,drupal,67481239,0,462,58,0,0,
94,drupal,67478817,-2,3026,86,1,1,
95,drupal,67476610,0,31,0,1,0,
96,drupal,67444195,0,883,27,1,1,
97,drupal,67438027,0,35,0,1,1,
98,drupal,67444096,0,27,60,0,0,
99,drupal,67406795,0,1,0,0,0,
100,drupal,67391683,0,11,0,1,1,
101,drupal,67387624,1,21,0,1,1,
102,drupal,67380076,0,561,44,0,0,
103,drupal,67031161,0,156,0,1,0,
104,drupal,67186730,0,1573,60,1,0,
105,drupal,67301968,2,3234,94,1,1,
106,drupal,67314623,0,1,0,0,0,
107,drupal,67314144,0,561,44,0,0,
108,drupal,67305559,0,13,0,1,1,
109,drupal,67302599,0,25,0,0,0,
110,drupal,67273184,-1,3,0,1,1,
111,drupal,67275440,0,141,18,1,1,
112,drupal,67271509,1,85,0,1,0,
113,drupal,67270297,0,1,0,0,0,
114,drupal,67204888,0,1,0,1,0,
115,drupal,67200203,0,1,0,0,0,
116,drupal,67188305,0,1,0,0,0,
117,drupal,67180726,0,1,0,0,0,
118,drupal,67178100,0,1,0,1,0,
119,drupal,67169374,0,57,0,2,1,
120,drupal,66971810,0,8879,55,0,0,
121,drupal,67141544,0,9,0,0,0,
122,drupal,67121171,0,331,83,0,0,
123,drupal,67101542,-2,1,0,2,0,
124,drupal,67101665,0,349,0,1,0,
125,drupal,67071091,1,11,0,1,1,
126,drupal,67081024,0,1,0,0,0,
127,drupal,67064693,0,1,0,0,0,
128,drupal,67018953,0,258,0,1,1,
129,drupal,67057094,0,207,50,1,0,
130,drupal,66989938,-1,1,0,1,0,
131,drupal,67008485,0,1,0,0,0,
132,drupal,67006390,0,1,0,0,0,
133,drupal,67004134,0,3376,55,0,0,
134,drupal,66955065,0,73,0,0,0,
135,drupal,66913138,0,2104,42,2,0,
136,drupal,66822876,0,1,0,1,1,
137,drupal,66909027,0,464,32,1,1,
138,drupal,66891175,-1,123,11,1,0,
139,drupal,66774503,0,1,0,0,0,
140,drupal,66880873,0,141,18,0,0,
141,drupal,66874382,0,91,78,0,0,
142,drupal,66846219,0,9,0,1,1,
143,drupal,66810259,1,141,18,1,0,
144,drupal,66814278,1,21,0,0,0,
145,drupal,66797342,0,47,0,0,0,
146,drupal,66788103,0,365,0,1,1,
147,drupal,66763378,0,11,0,0,0,
148,drupal,66755415,0,3,0,0,0,
149,drupal,66547364,0,1,0,1,1,
150,drupal,66730955,0,343,100,0,0,
151,drupal,66689903,1,185,0,1,1,
152,drupal,66714185,1,3029,76,0,0,
153,drupal,66669896,0,43,0,1,0,
154,drupal,66701243,0,1523,0,0,0,
155,drupal,66701363,0,89,56,2,1,
156,drupal,66697914,0,1,0,0,0,
157,drupal,66690242,0,3376,55,0,0,
158,drupal,66547070,1,757,41,1,1,
159,drupal,66660375,0,1,0,1,0,
160,drupal,66676742,1,4082,50,1,0,
161,drupal,66673429,0,20,0,1,1,
162,drupal,66656597,0,464,49,1,1,
163,drupal,66652412,0,1,0,0,0,
164,drupal,66652256,0,13,0,0,0,
165,drupal,66590892,1,41,0,1,0,
166,drupal,66650226,0,423,46,1,1,
167,drupal,66642759,0,1,0,0,0,
168,drupal,66600531,0,1,0,0,0,
169,drupal,66579316,1,33,0,1,1,
170,drupal,66591399,0,379,41,2,0,
171,drupal,66620703,0,1,0,0,0,
172,drupal,66611298,0,57,0,0,0,
173,drupal,66582516,0,15,40,0,0,
174,drupal,66524699,0,3376,55,0,0,
175,drupal,66567839,0,65,0,0,0,
176,drupal,66536992,0,2445,55,1,0,
177,drupal,66458093,0,475,0,0,0,
178,drupal,66501478,0,243,8,1,1,
179,drupal,66499797,0,46,0,0,0,
180,drupal,66488871,0,475,0,0,0,
181,drupal,66376715,0,103,0,1,1,
182,drupal,66468143,0,0,0,1,1,
183,drupal,66469039,1,21,0,1,1,
184,drupal,66450829,0,243,8,1,1,
185,drupal,66447442,1,934,71,0,0,
186,drupal,66368912,0,943,0,0,0,
187,drupal,66279361,0,6468,55,1,0,
188,drupal,66387657,0,15,0,1,0,
189,drupal,66411349,0,4405,84,0,0,
190,drupal,66365555,0,401,0,1,1,
191,drupal,66375826,0,177,89,0,0,
192,drupal,66360993,0,1605,100,0,0,
193,drupal,66347238,0,1,0,0,0,
194,drupal,66328394,-1,1,0,1,1,
195,drupal,66322055,0,1,0,0,0,
196,drupal,66249990,1,11,0,0,0,
197,drupal,66278512,0,23,0,1,0,
198,drupal,66302864,0,1,0,0,0,
199,drupal,66275269,0,1,0,0,0,
200,drupal,66273512,0,423,46,0,0,
201,drupal,66262184,0,423,46,0,0,
202,drupal,66245966,0,817,56,1,0,
203,drupal,66258524,0,3,0,1,1,
204,drupal,66258661,0,153,20,0,0,
205,drupal,66246114,0,41,0,2,1,
206,drupal,66238035,1,652,87,1,1,
207,drupal,65840760,0,71,0,1,0,
208,drupal,66179892,0,200,0,1,0,
209,drupal,66119557,1,11,0,1,1,
210,drupal,66158307,0,1,0,0,0,
211,drupal,66192707,2,23,0,1,1,
212,drupal,66187881,0,1,0,0,0,
213,drupal,66180292,0,415,70,0,0,
214,drupal,66054365,2,21,0,1,0,
215,drupal,66171503,0,1,0,1,1,
216,drupal,66161392,0,91,0,0,0,
217,drupal,66156319,0,4114,0,1,1,
218,drupal,66011876,1,0,0,1,1,
219,drupal,66140303,0,427,68,0,0,
220,drupal,66130306,1,11,0,0,0,
221,drupal,66107511,0,1,0,0,0,
222,drupal,66106483,0,35,0,0,0,
223,drupal,66102926,0,152,0,0,0,
224,drupal,66104277,3,33,0,1,1,
225,drupal,66103284,0,1,0,1,1,
226,drupal,66096689,0,1,0,0,0,
227,drupal,66020223,0,1040,0,1,1,
228,drupal,66078987,0,1,0,0,0,
229,drupal,66068255,0,1287,0,1,1,
230,drupal,66049654,1,119,0,1,0,
231,drupal,65960705,0,11,0,0,0,
232,drupal,66008284,0,1,0,1,1,
233,drupal,66010727,0,1,0,1,1,
234,drupal,66015014,1,13,0,1,1,
235,drupal,65986471,0,367,94,1,1,
236,drupal,65991487,0,60,0,1,0,
237,drupal,65972947,0,31,0,0,0,
238,drupal,65942934,0,1040,0,0,0,
239,drupal,65980453,0,1,0,0,0,
240,drupal,65965971,0,57,0,0,0,
241,drupal,65753038,0,3,0,1,1,
242,drupal,65952382,0,5,0,0,0,
243,drupal,65932854,0,363,71,1,1,
244,drupal,65917540,0,241,0,1,0,
245,drupal,65917048,1,11,0,2,1,
246,drupal,65893618,0,25,0,0,0,
247,drupal,65887924,0,11,0,0,0,
248,drupal,65853246,0,35,0,2,1,
249,drupal,65872532,0,198,64,1,1,
250,drupal,65798986,0,11806,76,2,1,
251,drupal,65852968,0,11,0,0,0,
252,drupal,65836362,0,1,0,1,1,
253,drupal,65833989,0,35,0,0,0,
254,drupal,65824820,0,17,0,1,1,
255,drupal,65704035,0,29,0,2,0,
256,drupal,65736160,-1,1,0,1,0,
257,drupal,65784013,0,465,20,2,1,
258,drupal,65798570,0,11,0,0,0,
259,drupal,65792102,-1,1,0,1,0,
260,drupal,65716464,0,19,0,2,1,
261,drupal,65713464,0,11,0,0,0,
262,drupal,65703700,0,29,0,1,1,
263,drupal,65597996,0,1,0,0,0,
264,drupal,65692989,0,1,0,0,0,
265,drupal,65673354,0,1143,53,1,0,
266,drupal,65674165,0,585,0,0,0,
267,drupal,65673895,0,1398,0,0,0,
268,drupal,65602362,0,1,0,1,1,
269,drupal,65621206,0,95,0,0,0,
270,drupal,65595705,0,1,0,0,0,
271,drupal,65598179,0,109,0,0,0,
272,drupal,65565036,0,11,0,1,0,
273,drupal,65560997,0,109,0,1,1,
274,drupal,65574924,0,65,57,0,0,
